통계표,업종코드,규모선택,지표선택,단위,변환,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3
5.2.2. 수익성 지표,C 제조업,종합,총자산세전순이익률,% ,원자료,2.1,5.08,4.87,4.14,0.33,3.49,3.59,4.63,1.4,6.43,8.6,8.35,5.93,8.56,8.42,5.59,-0.81,4.74,5.73,
