통계표,CSI코드,CSI분류코드,단위,변환,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10
"6.2.1. 소비자동향조사(전국, 월, 2008.9~)",소비자심리지수,전체,,원자료,100.1,96.6,97.7,98.4,100.4,100.7,102.5,98.8,98.4,96.9,93.4,97.9,99.5,101.8,101.4,105,97.8,79.9,72.5,79.1,83.3,85.6,89.4,80.9,92.7,99,91,95.3,97.4,100.5,102.3,105.3,110.5,103.4,102.7,103.9,107,107.9,104.1,104.7,103.3,103.5,104.1,102.9,96.7,86.3,89,91.6,89,86.7,90.2,90.7,90.2,92,95.1,98,100.7,103.2,103.1,99.7,98.1
